Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Notes
AR-C04,RHX,Opowieści Z Podwórkowej Ławki,Asfalt Records,"CD, Album",5,1999,340783,RAP,2009-08-20 00:00:00,
AR-C109,Sztigar Bonko,Jo! Sznupia,Asfalt Records,"2xCD, Album",5,2013,4690454,RAP,2014-04-07 15:45:54,
AR-C12,Fisz,Polepione Dźwięki,Asfalt Records,"CD, Album",5,2000,341126,RAP,2009-08-20 00:00:00,
AR-C121,DJ Eprom & Sensi (7) Feat. DJ Lem,Boom Bap Boogie,Asfalt Records,"CD, Album",5,2014,6144055,RAP,2014-11-08 13:11:07,
AR-C127 ,Sztigar Bonko,Harpagan,Asfalt Records,"CD, Album, Ltd",5,2014,6378644,RAP,2015-02-18 05:52:17,
AR-C136,Growbox,Growbox,Asfalt Records,"2xCD, Album, Ltd",4,2015,7517398,RAP,2016-08-12 14:20:33,
Ash 3.1,Agents With False Memories,Agents With False Memories,"Ash International, Soleilmoon Recordings","CD, Album",5,1996,74555,NO RAP,2009-10-17 03:15:03,
82931900125,Jeru The Damaja,Divine Design,Ashenafi Records,"CD, Album",5,2003,1165706,RAP,2013-08-21 02:34:11,
ASHN 004,Jeru The Damaja,Still Rising,Ashenafi Records,"CD, Album",4,2007,1175788,RAP,2013-03-08 03:48:53,
0993-2,Rob Swift,The Ablist,Asphodel,"CD, Album",5,1999,76805,RAP,2012-05-19 06:54:56,
ASP 2020,Ellen Allien,Remix Collection,Asphodel,"CD, Comp",5,2004,299263,NO RAP,2016-01-29 12:13:06,
Asphodel 0118 CD,Mix Master Mike,Suprize Packidge (The Automator Remix),Asphodel,"CD, Single",5,1998,2321280,RAP,2012-02-08 02:04:03,
ASW 12818,T Love,Long Way Back,Astralwerks,CD,5,2003,676216,RAP,2016-12-14 15:08:39,
ASW 47738,The Chemical Brothers,Get Yourself High,Astralwerks,"CD, EP, Enh",5,2004,246118,NO RAP,2017-11-19 06:44:51,
ASW 6137-2,777,System 7.3 Fire + Water,Astralwerks,"2xCD, Album",4,1995,29446,NO RAP,2011-02-07 04:02:05,
ASW 6143-2,The Irresistible Force,Global Chillage,Astralwerks,"CD, Album",5,1995,16169,NO RAP,2009-08-20 00:00:00,
ASW 6162-2,The Chemical Brothers,Life Is Sweet,Astralwerks,"CD, Single",5,1995,6389,NO RAP,2017-11-19 04:07:59,
ASW 6167-2,The Chemical Brothers,Leave Home,Astralwerks,"CD, Single",5,1995,6387,NO RAP,2017-11-19 04:12:42,
ASW 6174-2,The Chemical Brothers,Loops Of Fury,Astralwerks,"CD, EP",5,1996,1730,NO RAP,2017-11-19 04:17:21,
ASW 6204,The Chemical Brothers,Elektrobank,Astralwerks,"CD, Single",5,1997,57824,NO RAP,2017-11-19 05:07:26,
"ASW 38768, 7243 8 38768 2 2",Kraftwerk,Expo Remix,"Astralwerks, Astralwerks","CD, Maxi",5,2001,18347,NO RAP,2012-10-12 16:33:50,
"ASW 48204, 7243 5 48204 2 7",Kraftwerk,Aerodynamik,"Astralwerks, Astralwerks","CD, Maxi",5,2004,258462,NO RAP,2012-10-12 16:36:13,
"ASW 43338, 7243 5 43338 0 4",The Chemical Brothers,AmericanEP,"Astralwerks, Astralwerks, Freestyle Dust","CD, EP, Enh",5,2002,83804,NO RAP,2017-11-19 06:39:15,
"ASW 76599, 7243 876599 2 6",The Chemical Brothers,Galvanize,"Astralwerks, EMI","CD, Single",5,2005,456581,NO RAP,2017-11-19 07:46:05,
"ASW 38751, 7243 8 38751 0 8",The Chemical Brothers,Music:Response,"Astralwerks, Virgin Records America, Inc.","CD, EP, Enh, S/Edition",5,2000,28459,NO RAP,2017-11-19 06:11:17,
"ASW 72949, 7243 8 72949 2 9",The Chemical Brothers,The Boxer,"Astralwerks, Virgin Records America, Inc.","CD, EP",5,2005,484809,NO RAP,2017-11-19 07:50:44,
"ASW 95726, 094639572625",The Chemical Brothers,Do It Again,"Astralwerks, Virgin Records America, Inc.","CD, EP",5,2007,1005732,NO RAP,2017-11-19 07:56:49,
AMCY-555,Pantera,Walk,ATCO Records,"CD, EP",5,1995,1429602,NO RAP,2017-10-24 13:07:21,
"B6076CD, 7567-96075-2",Pantera,Walk,"ATCO Records, ATCO Records","CD, Single",5,1993,1662579,NO RAP,2013-01-15 08:27:27,
18P2-2852,McDonald & Giles,McDonald And Giles,Atlantic,"CD, Album, RE",5,1989,2033602,NO RAP,2010-06-12 09:33:54,
7 81995-2,Breeze (2),The Young Son Of No One,Atlantic,"CD, Album",4,1989,1738940,RAP,2013-07-20 18:38:59,
7 82020-2,Cool C,I Gotta Habit,Atlantic,"CD, Album",5,1989,723963,RAP,2015-08-18 01:51:11,
7 82149-2,Cool C,Life In The Ghetto,Atlantic,"CD, Album",5,1990,572921,RAP,2015-08-18 01:51:33,
7 82196-2,Craig G,Now That's More Like It,Atlantic,"CD, Album",4,1991,351465,RAP,2012-07-02 05:19:10,
7 82356-2,Kwamé & A New Beginning,Nastee,Atlantic,"CD, Album",5,1992,243595,RAP,2009-08-31 08:18:55,
7 82508-2,Original Flavor,Beyond Flavor,Atlantic,"CD, Album",5,1993,396317,RAP,2014-06-27 04:46:04,
7567-81415-2,David Crosby,If I Could Only Remember My Name....,Atlantic,"CD, Album, RE",5,0,1212174,NO RAP,2017-11-11 10:44:18,
7567-82871-2,Stone Temple Pilots,Tiny Music...Songs From The Vatican Gift Shop,Atlantic,"CD, Album",5,1996,413367,NO RAP,2009-12-19 14:51:33,
7567-95970-2,MC Lyte,Ruffneck,Atlantic,"CD, Maxi",5,1993,1369596,RAP,2013-01-26 07:29:22,
7567-96206-2,Das EFX,They Want EFX,Atlantic,"CD, Maxi",5,1992,1004996,RAP,2009-08-20 00:00:00,
81240-2,Phil Collins,No Jacket Required,Atlantic,"CD, Album",5,1985,7709345,NO RAP,2017-02-02 05:02:17,
82033-2,Craig G,The Kingpin,Atlantic,"CD, Album",4,1989,701860,RAP,2010-09-16 11:03:43,
82514-2,Hard 2 Obtain,Ism & Blues,Atlantic,"CD, Album",5,1994,326274,RAP,2011-04-06 03:07:54,
82836-2,Ill Biskits,Chronicle Of Two Losers: First Edition,Atlantic,"CD, Album",5,1996,711904,RAP,2011-07-28 03:11:09,
82912-2,Everything But The Girl,Walking Wounded,Atlantic,"CD, Album",5,1996,10482637,NO RAP,2017-10-23 11:24:29,
84508-2,Brandy (2) Featuring Shaunta & Da Brat,U Don't Know Me (Like U Used To) (The Remix EP),Atlantic,"CD, EP, Maxi",,1999,229955,NO RAP,2013-10-06 11:33:14,
87100-2,Method Man,The Riddler,Atlantic,"CD, Maxi",5,1995,795871,RAP,2009-08-20 00:00:00,
PR015026,Brandy (2),Afrodisiac,Atlantic,"CD, Single, Promo",5,2004,1598800,NO RAP,2012-11-04 12:07:27,
PRCD 3651-2,Kwamé & A New Beginning,Oneovdabigboiz,Atlantic,"CD, Single, Promo",5,1990,1310091,RAP,2010-08-24 05:11:57,
PRCD 5565-2,Hard 2 Obtain,Ghetto Diamond,Atlantic,"CD, Single, Promo",4,1994,1379885,RAP,2009-08-20 00:00:00,
PRCD 5753,Kirk (6),Uptown Style,Atlantic,"CD, Single, Promo",5,1994,2632858,RAP,2011-03-18 06:29:32,
PRCD 6477-2,Ill Biskits,God Bless Your Life,Atlantic,"CD, Promo",5,1995,726574,RAP,2011-07-28 03:11:51,
WPCR-12195,Little Brother (3),The Minstrel Show,Atlantic,"CD, Album",5,2005,2169073,RAP,2013-08-23 08:43:13,
A2-82108,K-Solo,Tell The World My Name,Atlantic Recording Corporation,"CD, Album",5,1990,1138227,RAP,2012-07-03 23:21:45,
"2-85442, CD5 2-85442",Everything But The Girl,Before Today,"Atlantic, Atlantic","CD, Maxi",5,1996,31375,NO RAP,2012-09-28 14:25:38,
"7 82458 2, 82458-2",Mesanjarz Of Funk,Mesanjarz Of Funk,"Atlantic, Atlantic","CD, Album",4,1993,1447076,RAP,2016-02-08 00:46:13,
"7567-85751-2, A7349CD",Stone Temple Pilots,Plush,"Atlantic, Atlantic","CD, Single",5,1993,486906,NO RAP,2013-04-20 12:51:15,
"82100-2, 7 82100-2",Kwamé & A New Beginning,A Day In The Life (A Pokadelick Adventure),"Atlantic, Atlantic","CD, Album",5,1990,486826,RAP,2009-08-31 08:15:41,
"CD5 2-85505, 2-85505",Everything But The Girl,Wrong,"Atlantic, Atlantic","CD, Maxi",5,1996,84760,NO RAP,2012-09-28 14:25:02,
"7 82355-2, 82355-2",Original Flavor,This Is How It Is,"Atlantic, Atlantic Street, Atlantic, Atlantic Street","CD, Album",5,1992,226748,RAP,2015-02-07 05:56:57,
"A8427CD, 7567-96057-2",Dr. Dre,Nuthin' But A 'G' Thang,"Atlantic, Interscope Records","CD, Maxi",5,1992,1408113,RAP,2009-08-20 00:00:00,
WPCR-12779/80,Led Zeppelin,Mothership,"Atlantic, Swan Song","2xCD, Comp, RM",5,2007,1917996,NO RAP,2009-09-07 13:33:55,
PRCD 5490,Kirk (6),Uptown Style,"Atlantic, Third Stone Records","CD, Promo",5,1994,6869736,RAP,2017-07-15 09:53:55,ny
VICP-60873,Public Enemy,There's A Poison Goin On....,Atomic Pop,"CD, Album",5,1999,1917949,RAP,2009-09-07 13:18:08,
ATTACKCD65,Alton Ellis,Legend,Attack,"2xCD, Comp",5,2009,1967997,NO RAP,2017-11-18 12:41:24,
PCD-1440,Run-DMC,Down With The King,Attic,"CD, Album",5,1993,6171364,RAP,2014-10-09 03:48:55,
A8005/CD,Nico B (2) / Flesh O.N.E. / Polyphonic The Verbose,Certain Sound,Audio 8 Recordings,"CD, Album",5,2003,1049640,RAP,2016-02-19 00:06:33,
none,Noon,Muzyka Klasyczna Instrumentalna,Audio Games,"CD, Album, Ltd",,2011,3181359,RAP,2014-11-23 17:23:01,
none,Grammatik,Światła Miasta - Instrumentale,Audio Games,"CD, Album",,2012,3491661,RAP,2014-11-23 17:23:28,
AMCD02,Trentemøller,The Trentemøller Chronicles,Audiomatique Recordings,"CD, Comp, P/Mixed + CD, Comp + Car",5,2007,1087188,NO RAP,2012-08-27 15:31:40,
AVCD-11071,The Prodigy,Experience,Avex Trax,"CD, Album, RP",5,0,753819,NO RAP,2015-12-30 04:24:19,
AVCD-11492~3,Various,Metalheadz : : Full Metal Jacket,Avex Trax,"2xCD, Comp + CD, Mini, Mixed",5,1996,1638707,NO RAP,2017-09-06 06:07:58,
AVCZ-95006,Keith Murray,Enigma,Avex Trax,"CD, Album, RE",5,1997,6080874,RAP,2014-09-12 15:40:12,
AVCZ-95035,KRS-One,I Got Next,Avex Trax,"CD, Album",5,1997,876651,RAP,2014-10-13 23:58:13,
"AVCD-11204, AVCD-11204-B",The Prodigy,Music For The Jilted Generation,"Avex Trax, Avex Trax","CD, Album + CD, Mini",5,1994,73698,NO RAP,2013-08-23 08:44:36,
AVCD-11570,Various,Metalheadz Presents Full Metal Jacket Volume II : Bass Camp,"Avex Trax, Metalheadz","CD, Comp, Enh + CD, Mini, Mixed",4,1997,547309,NO RAP,2014-11-22 15:00:30,
524 253-2,Various,Altered Beats - Assassin Knowledges Of The Remanipulated,"Axiom, Island Records","CD, Comp",5,1996,658064,Uncategorized,2015-10-08 10:50:37,
AZCD13,François Kevorkian,Choice - A Collection Of Classics,Azuli Records,"2xCD, Comp",5,2002,70656,NO RAP,2016-09-02 10:27:35,
TEG-76533-2,Boogie Down Productions,Criminal Minded,"B-Boy Records, Traffic Entertainment Group","CD, Album, RE + CD, Comp + CD, Album, RE + Box, Dl",5,2010,2462970,RAP,2012-06-14 03:09:35,
7243 8 59949 2 0,Various,Smak B.E.A.T. Records,"B.E.A.T. Records, Pomaton EMI","CD, Comp",5,1997,596473,RAP,2017-06-09 03:27:32,
none,Molesta Ewenement,"Wiedziałem, Że Tak Będzie","B.E.A.T. Records, Pomaton EMI","CD, Single, Promo",4,1998,2293796,RAP,2015-09-23 14:30:36,
"none, 7243 4 93910 2 4",Molesta Ewenement,Skandal,"B.E.A.T. Records, Pomaton EMI","CD, Album",5,1998,10185003,RAP,2017-04-24 06:12:19,
BYG-CD-0358,Jean Grae,The Orchestral Files (Deluxe Edition),Babygrande,"CD, Album",,2008,1428842,RAP,2016-12-28 13:17:18,
BYG-CD-0372,GZA / The Genius,Pro Tools,Babygrande,"CD, Album",5,2008,1463251,RAP,2016-02-07 09:46:41,
BYG-CD-0383,Blue Sky Black Death & Jean Grae,The Evil Jeanius,Babygrande,"CD, Album",,2008,1501203,RAP,2016-12-08 10:27:44,
BYG-CD-0390,GZA / The Genius,The Pro Tools Instrumentals,Babygrande,"CD, Album",5,2009,1890644,RAP,2016-02-07 09:49:47,
"none, IHI-CD-29",Group Home,Gifted Unlimited Rhymes Universal,"Babygrande, iHipHop Distribution","CD, Album",4,2010,2480957,RAP,2012-05-11 06:08:07,
001CDB2DS,Pudgee Tha Phat Bastard,King Of New York,Back 2 Da Source Records,"CD, Album, Ltd, RE",5,2017,9612876,RAP,2017-01-08 08:05:08,
122-000B2DS-CD,Laster,Liberal Art - 90's Unreleased,Back 2 Da Source Records,"CD, Album, Ltd",5,2017,10780450,RAP,2017-11-19 16:33:23,
BSR5013,Blackface,Long Enough,Backstage Records (2),"CD, Album",,1997,1610386,RAP,2017-11-13 06:52:22,ny
78612-73001-2,Craig Mack,Project: Funk Da World,Bad Boy Entertainment,"CD, Album",5,1994,427293,RAP,2010-04-11 11:16:06,
78612-79007-2,Notorious B.I.G.,Juicy / Unbelievable,Bad Boy Entertainment,"CD, Single",5,1994,1897280,RAP,2009-08-21 13:36:32,
78612-79022-2,Craig Mack,Get Down (Remix),Bad Boy Entertainment,"CD, Maxi",5,1995,1087258,RAP,2009-08-20 00:00:00,
BBPCD-9037,Craig Mack,Making Moves With Puff,"Bad Boy Entertainment, Arista","CD, Single, Promo",5,1994,1938466,RAP,2009-09-23 08:21:18,
78612-79013-2,Craig Mack,Get Down,"Bad Boy Entertainment, Arista Records, Inc.","CD, Maxi",5,1994,1087257,RAP,2010-04-11 11:15:32,
BACY-054,ShinSight Trio,Shallow Nights Blurry Moon,Bad News Records,"CD, Album",,2006,901190,RAP,2016-12-14 15:16:23,
BACY-62,ShinSight Trio,Where's There A Moon That Is Mine,Bad News Records,"CD, Album",5,2010,2486334,RAP,2016-12-14 15:16:31,
BNS-017,ShinSight Trio,Shallow Nights Blurry Moon (Shinstrumental Version),Bad News Records,"CD, Album, Enh, Promo",5,2006,2823885,RAP,2016-11-08 06:00:41,
2702-2-RDJ,Two Kings In A Cipher,Movin' On 'Em,Bahia Entertainment,"CD, Single, Promo",5,1990,1322521,RAP,2009-10-14 14:01:34,
RDJ 62002-2,Two Kings In A Cipher,Definition Of A King,Bahia Entertainment,"CD, Single, Promo",5,1991,1322519,RAP,2014-07-01 14:14:43,
3161-2-R,Two Kings In A Cipher,From Pyramids To Projects,"Bahia Entertainment, BMG, RCA","CD, Album",5,1991,328265,RAP,2009-08-20 00:00:00,
BRK 30033,Slum Village,Fantastic Volume 2.10,Barak Records,"2xCD, Album",5,2010,2225332,RAP,2014-03-16 08:31:03,
"823.756-2, none",Evangelos Papathanassiou,La Fête Sauvage,"Barclay, Pema Music","CD, Album",5,1990,3967207,NO RAP,2012-10-21 07:03:14,
none,Abstract Tribe Unique,Mood Pieces,Basement Records (3),"2xCD, Album, RE",5,2005,1706412,RAP,2014-10-29 14:23:07,
none,Colder,Many Colours,BATAILLE Music Group,"CDr, Album, Promo",5,2015,7935316,NO RAP,2016-06-23 03:50:10,
BTLL013C,Colder,The Rain,"BATAILLE Music Group, Not Available","CD, Album",4,2016,8734473,NO RAP,2016-11-22 08:39:52,
BTLL014C,Colder,Goodbye,"BATAILLE Music Group, Not Available","CD, Album",3,2016,8694951,NO RAP,2017-11-18 11:44:02,
BAX 1002,Various,Defenders Of The Underworld,Battle Axe Records,"CD, Comp",5,1999,836357,RAP,2013-09-26 15:30:47,
BAX 1016,Son Doobie,Funk Superhero,Battle Axe Records,"CD, Album",4,2003,969499,RAP,2012-10-22 04:29:57,
BAX 1035,Son Doobie,Doobie Deluxe,Battle Axe Records,CD,5,2004,939284,RAP,2013-10-01 22:39:03,
BCD 3027,Jerry Goldsmith,Coma (Original Motion Picture Soundtrack),Bay Cities,"CD, Album",5,1992,1903244,NO RAP,2009-08-26 13:14:30,
BBE 121 CCD,Dimitri From Paris,Night Dubbin',BBE,"CD, Mixed + 2xCD, Comp",,2009,1784962,NO RAP,2014-10-31 01:08:05,
BBE CD 022,Marley Marl,Droppin' Science. The Best Of Cold Chillin',BBE,"2xCD, Comp",5,1999,175128,RAP,2012-01-26 02:05:50,
BBE CD 081,Dimitri From Paris,Cocktail Disco,BBE,"2xCD, Comp, Dig",5,2007,1000302,NO RAP,2010-07-28 10:38:24,
BBE CD IO47,The Foreign Exchange,Connected Instrumentals,BBE,"CD, Album",5,2005,1546164,RAP,2016-02-08 13:43:02,
BBE139CCD-1,Dimitri From Paris,Get Down With The Philly Sound (A Very Special Collection By Dimitri From Paris),BBE,"2xCD, Comp",5,2010,2275748,NO RAP,2014-10-27 09:40:47,
BBE166CCD,Various,The Real Sound Of Chicago & Beyond: Underground Disco & Boogie,BBE,"2xCD, Comp",4,2011,3045770,NO RAP,2014-10-27 09:40:45,
BBE174,Various,Rock It... Don't Stop It!,BBE,"CD, Comp, Promo, Car",5,2014,5530815,RAP,2016-02-11 09:37:36,
BBE177ACD,Pete Rock,PeteStrumentals (10th Anniversary Expanded & Limited Edition),BBE,"2xCD, Album, Ltd",5,2011,2915701,RAP,2012-10-14 07:41:14,
BBE193CCD,Chris Read,BBE 15 (15 Years Of Real Music For Real People),BBE,"2xCD, Mixed",4,2011,4759929,Uncategorized,2014-04-07 16:18:35,
BBEBGCD002,Pete Rock,PeteStrumentals,BBE,"CD, Album",5,2001,99728,RAP,2010-04-28 12:27:18,
BBEBGCD004,Marley Marl,Re-Entry,BBE,"CD, Album",5,2001,1153737,RAP,2017-10-14 09:05:39,
BBEBGCDI001,Jay Dee,Welcome 2 Detroit Instrumental,BBE,"CD, Album, RE",5,2012,625177,RAP,2014-03-29 05:39:35,
BBECD015,"Kenny ""Dope"" Gonzalez",Hip Hop Forever,BBE,"Box, Dig + CD, Mixed + 2xCD, Comp",5,1998,3752936,RAP,2012-07-22 09:26:10,
BBECD047,The Foreign Exchange,Connected,BBE,"CD, Album",5,2004,506019,RAP,2016-02-08 13:42:54,
BBECD076,J Dilla,The Shining,BBE,"CD, Album",5,2006,757870,RAP,2016-09-07 13:05:08,
"BBEBG001, BBEBGCD001",Jay Dee aka J Dilla,Welcome 2 Detroit,"BBE, BBE","CD, Album, Dig",5,2001,99759,RAP,2016-08-31 14:25:39,
"BBECDJ074, BBECD074",Nicolay,Here,"BBE, BBE","2xCD, Album, Ltd",5,2006,1797352,RAP,2014-10-21 03:14:30,
"BBEICD077, 187646000080",J Dilla,The Shining Instrumentals,"BBE, BBE","CD, Album",5,2006,9014584,RAP,2016-09-07 14:49:18,
none,DJ Jazzy Jeff,The Beat Generation,"BBE, Rapster Records","CD, Mixed, Promo",4,2002,2216810,RAP,2012-10-13 07:49:32,
"RR0032CDM, 730003904346",Pete Rock Feat. Dead Prez,Warzone,"BBE, Rapster Records","CD, Single",5,2004,1389832,RAP,2009-08-20 00:00:00,
OTCD-2125,DJ Mitsu The Beats,The BBE Sessions,"BBE, Studio !K7, Rapster Records, HBD, Jazzy Sport, Ultra-Vybe, Inc.","CD, Mixed",5,2006,4141826,RAP,2014-11-22 15:13:57,
50195,De La Soul,3 Feet High And Rising,BCM Records,"CD, Album",5,1989,177459,RAP,2013-03-03 06:12:12,
50416,Maestro Fresh-Wes,Symphony In Effect,BCM Records,"CD, Album",5,1990,1196228,RAP,2015-05-25 13:52:42,
B.C. 50-2080-44,B.V.S.M.P.,I Need You,BCM Records,"CD, Maxi",3,1988,103085,RAP,2009-08-20 00:00:00,
B.C. 50-2090-44,Rob Base & DJ E-Z Rock,It Takes Two (Inc. Remix),BCM Records,"CD, Maxi",5,1988,569904,RAP,2012-07-10 11:25:47,
B.C. 50-2157-44,EPMD,Strictly Business,BCM Records,"CD, Single",5,1988,1292589,RAP,2009-08-20 00:00:00,
BCM 20232,De La Soul,Me Myself And I,BCM Records,"CD, Maxi",5,1989,110955,RAP,2009-08-20 00:00:00,
BCM 20358,De La Soul,Eye Know,BCM Records,"CD, Maxi",5,1989,234512,RAP,2009-09-21 07:21:17,
BCM 20387,De La Soul,The Magic Number / Buddy,BCM Records,"CD, Maxi",5,1989,332814,RAP,2009-08-20 00:00:00,
BCM RECORDS 50129,Ultramagnetic MC's,Critical Beatdown,BCM Records,"CD, Album",5,1988,1122687,RAP,2013-08-02 11:14:30,
CD 076-555732,EPMD,Unfinished Business,BCM Records,"CD, Album, RE",5,1993,410321,RAP,2011-04-15 07:58:18,
"BCM 20463, BCM 463 CD",Digital Underground,Doowutchyalike (Remix) / Packet Man,"BCM Records, BCM Records","CD, Maxi",5,1990,169472,RAP,2012-08-12 11:25:00,
DJAMCD1,Various,Dope Jams Volume 1,BDD Productions,"CD, Album",4,1992,1849891,RAP,2012-11-15 10:08:13,
PHAN-001,D-Styles,Phantazmagorea,Beat Junkie Sound,"CD, Album",5,2002,824590,RAP,2017-01-27 04:31:59,
BRC- 49,Flanger,Outer Space / Inner Space,Beat Records,CD,5,2001,148097,NO RAP,2015-12-30 04:24:57,
BRC-314,Plug,Back On Time,BEAT Records,"CD, Album",3,2011,3281190,NO RAP,2012-02-06 07:06:59,
BRC-345,The Orb Featuring Lee Perry,The Orbserver In The Star House,Beat Records,"CD, Album",4,2012,3838254,NO RAP,2017-08-08 06:19:35,
BRC-500,Underworld,"Barbara Barbara, We Face A Shining Future",Beat Records,"CD, Album",5,2016,8260890,NO RAP,2016-10-07 09:10:05,
BRC-404,Run The Jewels,Run The Jewels,"Beat Records, Big Dada Recordings","CD, Album, Dlx, RE",5,2013,6831636,RAP,2016-01-08 04:31:16,
BRC-524,The Orb,"COW / Chill Out, World!","Beat Records, Kompakt","CD, Album",5,2016,9204195,NO RAP,2017-08-08 06:18:35,
BSCD038,Xploding Plastix,Amateur Girlfriends Go Proskirt Agents,Beatservice Records,"CD, Album",5,2001,26548,NO RAP,2017-01-05 00:51:06,
2564 63652 2,Charlotte Gainsbourg,5:55,Because Music,"CD, Album",5,2006,784779,NO RAP,2015-01-14 23:09:35,
825646542260,Selah Sue,Selah Sue ,Because Music,"2xCD, Album, Ltd",5,2011,4212002,NO RAP,2016-03-04 06:03:42,
BME001CD,Rappin' Is Fundamental / Da Nation / Soul Survivors (2),Bee Mo Easy Entertainment Presents... 1997 Sampler,Bee Mo Easy Entertainment,"CD, EP",5,1997,4012339,RAP,2012-11-07 05:40:17,
18B2-120,Bauhaus,Burning From The Inside,Beggars Banquet,"CD, Album, RE",5,1989,1793725,NO RAP,2017-10-31 04:35:20,
BBL 19 CD,Gary Numan,Telekon,Beggars Banquet,"CD, Album, RE, RM",5,1998,1652438,NO RAP,2012-05-11 03:47:14,
BBL 28 CD,Gary Numan,Dance,Beggars Banquet,"CD, Album, RM",5,1999,322034,NO RAP,2012-05-11 03:48:55,
130.07.328,Gang Starr,Manifest,Bellaphon,"CD, Maxi",5,1989,1294357,RAP,2010-10-10 13:12:24,
290-07-134,Gang Starr,No More Mr. Nice Guy,Bellaphon,"CD, Album",5,1989,106630,RAP,2014-01-24 12:37:01,
BS-006,PMD,Shadē Business,"Below System, PMD Records, Hit Squad (3)","CD, Album, Dlx, RE",5,2013,4814142,RAP,2013-09-21 14:56:02,
"0-5439-19726-3-7, 2-537323",Jason Derulo Feat. 2 Chainz,Talk Dirty,"Beluga Heights, Warner Bros. Records","CD, Single",5,2013,4908129,NO RAP,2014-10-31 01:51:45,
HIACD2,The Higher Intelligence Agency,Colour Reform,Beyond,"CD, EP",5,1994,635,NO RAP,2010-09-04 02:08:53,
RBADCD5,The Higher Intelligence Agency,Colourform,Beyond,"CD, Album",5,1993,634,NO RAP,2009-08-20 00:00:00,
RBADCD8,Electronic Eye,Closed Circuit,Beyond,"2xCD, Album, P/Mixed",5,1994,630,NO RAP,2009-10-17 03:14:07,
"RBADCD17, rbadcd17",The Higher Intelligence Agency | Biosphere,Polar Sequences,"Beyond, Beyond","CD, Album, S/Edition",5,1996,640,NO RAP,2009-08-20 00:00:00,
BEGO CD001,Various,Wild Style,Beyongolia,"CD, Comp, RE",4,1998,360625,RAP,2011-05-18 02:12:08,
BGOCD891,George Duke,From Me To You / Reach For It,BGO Records,"CD, Comp, RM",5,2009,3119043,NO RAP,2016-05-08 13:20:45,
CDBGPD 135,Various,...King Funk,BGP Records,"CD, Comp",5,2000,1047684,NO RAP,2013-03-06 12:32:52,
CDBGPD 251,Various,The Detroit Funk Vaults,BGP Records,"CD, Comp, Mono",5,2012,6968886,NO RAP,2016-05-08 16:24:08,
7 14217-2,Double XX Posse,Put Ya Boots On,Big Beat,"CD, Album",5,1992,1138152,RAP,2009-08-20 00:00:00,
7 14220-2,MC Thick,The Show Ain’t Over Till The Fat Man Swings,Big Beat,"CD, Album",4,1993,2343000,RAP,2013-09-20 02:53:19,
7567-92431-2,Double XX Posse,Ruff Rugged & Raw,Big Beat,"CD, Album",5,1995,2164315,RAP,2016-04-26 14:57:02,
7567-92623-2,Mad Skillz,From Where???,Big Beat,"CD, Album",5,1996,1191496,RAP,2016-08-12 12:44:48,
92397-2,Artifacts,Between A Rock And A Hard Place,Big Beat,"CD, Album",5,1994,256605,RAP,2009-08-20 00:00:00,
92753-2,Artifacts,That's Them,Big Beat,"CD, Album",5,1997,2441746,RAP,2017-11-17 13:29:16,
95743-2,Mad Skillz,The Nod Factor,Big Beat,"CD, Maxi",5,1995,1269058,RAP,2012-08-27 15:32:06,
95823-2,Artifacts,C'mon Wit Da Git Down,Big Beat,"CD, Maxi",5,1994,2048045,RAP,2012-10-02 11:47:44,
A5609CD,Artifacts,The Ultimate,Big Beat,"CD, Maxi",4,1997,891523,NO RAP,2013-05-07 16:35:01,
7567-95956-2,Down South,Southern Comfort,"Big Beat, Atlantic","CD, Single",5,1994,3791344,RAP,2012-08-09 16:28:47,
92614-2,Junior M.A.F.I.A.,Conspiracy,"Big Beat, Atlantic","CD, Album",5,1995,311973,RAP,2009-08-20 00:00:00,
95718-2,Real Live,Real Live Sh*t,"Big Beat, Atlantic","CD, Maxi",5,1995,1406310,RAP,2009-08-20 00:00:00,
"CD5 95751-2, 95751-2",Artifacts,Dynamite Soul,"Big Beat, Atlantic, Big Beat, Atlantic","CD, Maxi",5,1995,1379892,RAP,2009-08-20 00:00:00,
PRCD 6520-2,Mad Skillz,Move Ya Body,"Big Beat, Atlantic, Black Diamond Entertainment (2)","CD, Single, Promo",5,1995,1856148,RAP,2016-09-23 06:35:36,
"14219-2, 7 14219-2",O.F.T.B.,Straight Up Watts,"Big Beat, Big Beat","CD, Album",5,1992,1813685,RAP,2013-09-20 02:53:21,
"92623-2, D 112040",Mad Skillz,From Where???,"Big Beat, BMG Direct Marketing, Inc.","CD, Album",5,1996,3571185,RAP,2013-08-05 06:32:39,
